Positive,Negative,Easy,Hard
['Douglas_fir'],"['Spruce_Fir', 'Cottonwood_Willow', 'Krummholz', 'Lodgepole_Pine', 'Ponderosa_Pine']","['Spruce_Fir', 'Cottonwood_Willow', 'Krummholz']","['Lodgepole_Pine', 'Ponderosa_Pine']"
['Douglas_fir'],"['Spruce_Fir', 'Cottonwood_Willow', 'Krummholz', 'Lodgepole_Pine', 'Ponderosa_Pine']",['Krummholz'],"['Spruce_Fir', 'Ponderosa_Pine', 'Cottonwood_Willow', 'Lodgepole_Pine']"
['Douglas_fir'],"['Spruce_Fir', 'Cottonwood_Willow', 'Krummholz', 'Lodgepole_Pine', 'Ponderosa_Pine']","['Ponderosa_Pine', 'Lodgepole_Pine', 'Cottonwood_Willow', 'Krummholz']",['Spruce_Fir']
['Douglas_fir'],"['Spruce_Fir', 'Cottonwood_Willow', 'Krummholz', 'Lodgepole_Pine', 'Ponderosa_Pine']","['Ponderosa_Pine', 'Spruce_Fir', 'Cottonwood_Willow']","['Lodgepole_Pine', 'Krummholz']"
['Douglas_fir'],"['Spruce_Fir', 'Cottonwood_Willow', 'Krummholz', 'Lodgepole_Pine', 'Ponderosa_Pine']","['Spruce_Fir', 'Ponderosa_Pine', 'Krummholz', 'Cottonwood_Willow']",['Lodgepole_Pine']
['Douglas_fir'],"['Spruce_Fir', 'Cottonwood_Willow', 'Krummholz', 'Lodgepole_Pine', 'Ponderosa_Pine']","['Krummholz', 'Cottonwood_Willow', 'Spruce_Fir', 'Ponderosa_Pine']",['Lodgepole_Pine']
['Douglas_fir'],"['Spruce_Fir', 'Cottonwood_Willow', 'Krummholz', 'Lodgepole_Pine', 'Ponderosa_Pine']",['Krummholz'],"['Cottonwood_Willow', 'Spruce_Fir', 'Ponderosa_Pine', 'Lodgepole_Pine']"
['Douglas_fir'],"['Spruce_Fir', 'Cottonwood_Willow', 'Krummholz', 'Lodgepole_Pine', 'Ponderosa_Pine']","['Lodgepole_Pine', 'Krummholz']","['Cottonwood_Willow', 'Ponderosa_Pine', 'Spruce_Fir']"
['Douglas_fir'],"['Spruce_Fir', 'Cottonwood_Willow', 'Krummholz', 'Lodgepole_Pine', 'Ponderosa_Pine']",['Krummholz'],"['Cottonwood_Willow', 'Spruce_Fir', 'Lodgepole_Pine', 'Ponderosa_Pine']"
['Douglas_fir'],"['Spruce_Fir', 'Cottonwood_Willow', 'Krummholz', 'Lodgepole_Pine', 'Ponderosa_Pine']","['Ponderosa_Pine', 'Krummholz', 'Lodgepole_Pine', 'Cottonwood_Willow']",['Spruce_Fir']
['Douglas_fir'],"['Spruce_Fir', 'Cottonwood_Willow', 'Krummholz', 'Lodgepole_Pine', 'Ponderosa_Pine']","['Krummholz', 'Spruce_Fir', 'Cottonwood_Willow']","['Ponderosa_Pine', 'Lodgepole_Pine']"
['Douglas_fir'],"['Spruce_Fir', 'Cottonwood_Willow', 'Krummholz', 'Lodgepole_Pine', 'Ponderosa_Pine']","['Cottonwood_Willow', 'Krummholz', 'Ponderosa_Pine', 'Lodgepole_Pine']",['Spruce_Fir']
['Douglas_fir'],"['Spruce_Fir', 'Cottonwood_Willow', 'Krummholz', 'Lodgepole_Pine', 'Ponderosa_Pine']","['Cottonwood_Willow', 'Krummholz', 'Lodgepole_Pine', 'Ponderosa_Pine']",['Spruce_Fir']
['Douglas_fir'],"['Spruce_Fir', 'Cottonwood_Willow', 'Krummholz', 'Lodgepole_Pine', 'Ponderosa_Pine']","['Lodgepole_Pine', 'Ponderosa_Pine', 'Spruce_Fir', 'Krummholz']",['Cottonwood_Willow']
['Douglas_fir'],"['Spruce_Fir', 'Cottonwood_Willow', 'Krummholz', 'Lodgepole_Pine', 'Ponderosa_Pine']","['Cottonwood_Willow', 'Ponderosa_Pine']","['Spruce_Fir', 'Lodgepole_Pine', 'Krummholz']"
['Douglas_fir'],"['Spruce_Fir', 'Cottonwood_Willow', 'Krummholz', 'Lodgepole_Pine', 'Ponderosa_Pine']","['Cottonwood_Willow', 'Krummholz', 'Lodgepole_Pine']","['Ponderosa_Pine', 'Spruce_Fir']"
['Douglas_fir'],"['Spruce_Fir', 'Cottonwood_Willow', 'Krummholz', 'Lodgepole_Pine', 'Ponderosa_Pine']","['Ponderosa_Pine', 'Lodgepole_Pine', 'Cottonwood_Willow', 'Spruce_Fir']",['Krummholz']
['Douglas_fir'],"['Spruce_Fir', 'Cottonwood_Willow', 'Krummholz', 'Lodgepole_Pine', 'Ponderosa_Pine']","['Ponderosa_Pine', 'Cottonwood_Willow']","['Krummholz', 'Lodgepole_Pine', 'Spruce_Fir']"
"['Lodgepole_Pine', 'Cottonwood_Willow', 'Ponderosa_Pine']","['Spruce_Fir', 'Aspen', 'Douglas_fir']","['Spruce_Fir', 'Douglas_fir']",['Aspen']
"['Lodgepole_Pine', 'Cottonwood_Willow', 'Ponderosa_Pine']","['Spruce_Fir', 'Aspen', 'Douglas_fir']","['Aspen', 'Spruce_Fir']",['Douglas_fir']
"['Lodgepole_Pine', 'Cottonwood_Willow', 'Ponderosa_Pine']","['Spruce_Fir', 'Aspen', 'Douglas_fir']","['Aspen', 'Spruce_Fir']",['Douglas_fir']
"['Lodgepole_Pine', 'Cottonwood_Willow', 'Ponderosa_Pine']","['Spruce_Fir', 'Aspen', 'Douglas_fir']",['Aspen'],"['Spruce_Fir', 'Douglas_fir']"
"['Lodgepole_Pine', 'Cottonwood_Willow', 'Ponderosa_Pine']","['Spruce_Fir', 'Aspen', 'Douglas_fir']","['Spruce_Fir', 'Aspen']",['Douglas_fir']
"['Lodgepole_Pine', 'Cottonwood_Willow', 'Ponderosa_Pine']","['Spruce_Fir', 'Aspen', 'Douglas_fir']",['Spruce_Fir'],"['Aspen', 'Douglas_fir']"
"['Lodgepole_Pine', 'Cottonwood_Willow', 'Ponderosa_Pine']","['Spruce_Fir', 'Aspen', 'Douglas_fir']",['Spruce_Fir'],"['Aspen', 'Douglas_fir']"
"['Lodgepole_Pine', 'Cottonwood_Willow', 'Ponderosa_Pine']","['Spruce_Fir', 'Aspen', 'Douglas_fir']","['Douglas_fir', 'Spruce_Fir']",['Aspen']
"['Lodgepole_Pine', 'Cottonwood_Willow', 'Ponderosa_Pine']","['Spruce_Fir', 'Aspen', 'Douglas_fir']",['Spruce_Fir'],"['Douglas_fir', 'Aspen']"
"['Lodgepole_Pine', 'Cottonwood_Willow', 'Ponderosa_Pine']","['Spruce_Fir', 'Aspen', 'Douglas_fir']","['Aspen', 'Douglas_fir']",['Spruce_Fir']
"['Lodgepole_Pine', 'Cottonwood_Willow', 'Ponderosa_Pine']","['Spruce_Fir', 'Aspen', 'Douglas_fir']",['Spruce_Fir'],"['Aspen', 'Douglas_fir']"
"['Lodgepole_Pine', 'Cottonwood_Willow', 'Ponderosa_Pine']","['Spruce_Fir', 'Aspen', 'Douglas_fir']","['Spruce_Fir', 'Douglas_fir']",['Aspen']
"['Lodgepole_Pine', 'Cottonwood_Willow', 'Ponderosa_Pine']","['Spruce_Fir', 'Aspen', 'Douglas_fir']","['Aspen', 'Spruce_Fir']",['Douglas_fir']
"['Lodgepole_Pine', 'Cottonwood_Willow', 'Ponderosa_Pine']","['Spruce_Fir', 'Aspen', 'Douglas_fir']","['Aspen', 'Douglas_fir']",['Spruce_Fir']
"['Lodgepole_Pine', 'Cottonwood_Willow', 'Ponderosa_Pine']","['Spruce_Fir', 'Aspen', 'Douglas_fir']","['Spruce_Fir', 'Aspen']",['Douglas_fir']
"['Lodgepole_Pine', 'Cottonwood_Willow', 'Ponderosa_Pine']","['Spruce_Fir', 'Aspen', 'Douglas_fir']","['Douglas_fir', 'Spruce_Fir']",['Aspen']
"['Lodgepole_Pine', 'Cottonwood_Willow', 'Ponderosa_Pine']","['Spruce_Fir', 'Aspen', 'Douglas_fir']",['Aspen'],"['Douglas_fir', 'Spruce_Fir']"
"['Lodgepole_Pine', 'Cottonwood_Willow', 'Ponderosa_Pine']","['Spruce_Fir', 'Aspen', 'Douglas_fir']","['Spruce_Fir', 'Douglas_fir']",['Aspen']
"['Lodgepole_Pine', 'Cottonwood_Willow', 'Ponderosa_Pine']","['Spruce_Fir', 'Aspen', 'Douglas_fir']",['Spruce_Fir'],"['Aspen', 'Douglas_fir']"
"['Lodgepole_Pine', 'Cottonwood_Willow', 'Ponderosa_Pine']","['Spruce_Fir', 'Aspen', 'Douglas_fir']","['Aspen', 'Spruce_Fir']",['Douglas_fir']
"['Lodgepole_Pine', 'Cottonwood_Willow', 'Ponderosa_Pine']","['Spruce_Fir', 'Aspen', 'Douglas_fir']",['Douglas_fir'],"['Aspen', 'Spruce_Fir']"
"['Lodgepole_Pine', 'Cottonwood_Willow', 'Ponderosa_Pine']","['Spruce_Fir', 'Aspen', 'Douglas_fir']",['Aspen'],"['Spruce_Fir', 'Douglas_fir']"
"['Lodgepole_Pine', 'Cottonwood_Willow', 'Ponderosa_Pine']","['Spruce_Fir', 'Aspen', 'Douglas_fir']",['Douglas_fir'],"['Aspen', 'Spruce_Fir']"
"['Lodgepole_Pine', 'Cottonwood_Willow', 'Ponderosa_Pine']","['Spruce_Fir', 'Aspen', 'Douglas_fir']",['Spruce_Fir'],"['Aspen', 'Douglas_fir']"
"['Lodgepole_Pine', 'Cottonwood_Willow', 'Ponderosa_Pine']","['Spruce_Fir', 'Aspen', 'Douglas_fir']","['Spruce_Fir', 'Douglas_fir']",['Aspen']
"['Lodgepole_Pine', 'Cottonwood_Willow', 'Ponderosa_Pine']","['Spruce_Fir', 'Aspen', 'Douglas_fir']","['Douglas_fir', 'Aspen']",['Spruce_Fir']
"['Lodgepole_Pine', 'Cottonwood_Willow', 'Ponderosa_Pine']","['Spruce_Fir', 'Aspen', 'Douglas_fir']","['Spruce_Fir', 'Douglas_fir']",['Aspen']
"['Lodgepole_Pine', 'Cottonwood_Willow', 'Ponderosa_Pine']","['Spruce_Fir', 'Aspen', 'Douglas_fir']",['Aspen'],"['Spruce_Fir', 'Douglas_fir']"
"['Lodgepole_Pine', 'Cottonwood_Willow', 'Ponderosa_Pine']","['Spruce_Fir', 'Aspen', 'Douglas_fir']","['Douglas_fir', 'Aspen']",['Spruce_Fir']
"['Lodgepole_Pine', 'Cottonwood_Willow', 'Ponderosa_Pine']","['Spruce_Fir', 'Aspen', 'Douglas_fir']",['Douglas_fir'],"['Aspen', 'Spruce_Fir']"
"['Lodgepole_Pine', 'Cottonwood_Willow', 'Ponderosa_Pine']","['Spruce_Fir', 'Aspen', 'Douglas_fir']",['Spruce_Fir'],"['Douglas_fir', 'Aspen']"
"['Lodgepole_Pine', 'Cottonwood_Willow', 'Ponderosa_Pine']","['Spruce_Fir', 'Aspen', 'Douglas_fir']","['Douglas_fir', 'Aspen']",['Spruce_Fir']
"['Lodgepole_Pine', 'Cottonwood_Willow', 'Ponderosa_Pine']","['Spruce_Fir', 'Aspen', 'Douglas_fir']","['Spruce_Fir', 'Douglas_fir']",['Aspen']
"['Lodgepole_Pine', 'Cottonwood_Willow', 'Ponderosa_Pine']","['Spruce_Fir', 'Aspen', 'Douglas_fir']","['Douglas_fir', 'Spruce_Fir']",['Aspen']
"['Lodgepole_Pine', 'Cottonwood_Willow', 'Ponderosa_Pine']","['Spruce_Fir', 'Aspen', 'Douglas_fir']","['Spruce_Fir', 'Aspen']",['Douglas_fir']
"['Lodgepole_Pine', 'Cottonwood_Willow', 'Ponderosa_Pine']","['Spruce_Fir', 'Aspen', 'Douglas_fir']","['Douglas_fir', 'Spruce_Fir']",['Aspen']
"['Lodgepole_Pine', 'Cottonwood_Willow', 'Ponderosa_Pine']","['Spruce_Fir', 'Aspen', 'Douglas_fir']",['Douglas_fir'],"['Aspen', 'Spruce_Fir']"
"['Lodgepole_Pine', 'Cottonwood_Willow', 'Ponderosa_Pine']","['Spruce_Fir', 'Aspen', 'Douglas_fir']",['Spruce_Fir'],"['Aspen', 'Douglas_fir']"
"['Lodgepole_Pine', 'Cottonwood_Willow', 'Ponderosa_Pine']","['Spruce_Fir', 'Aspen', 'Douglas_fir']","['Spruce_Fir', 'Aspen']",['Douglas_fir']
"['Lodgepole_Pine', 'Cottonwood_Willow', 'Ponderosa_Pine']","['Spruce_Fir', 'Aspen', 'Douglas_fir']",['Aspen'],"['Spruce_Fir', 'Douglas_fir']"
"['Lodgepole_Pine', 'Cottonwood_Willow', 'Ponderosa_Pine']","['Spruce_Fir', 'Aspen', 'Douglas_fir']",['Douglas_fir'],"['Spruce_Fir', 'Aspen']"
"['Lodgepole_Pine', 'Cottonwood_Willow', 'Ponderosa_Pine']","['Spruce_Fir', 'Aspen', 'Douglas_fir']","['Aspen', 'Spruce_Fir']",['Douglas_fir']
"['Lodgepole_Pine', 'Cottonwood_Willow', 'Ponderosa_Pine']","['Spruce_Fir', 'Aspen', 'Douglas_fir']","['Douglas_fir', 'Spruce_Fir']",['Aspen']
"['Lodgepole_Pine', 'Cottonwood_Willow', 'Ponderosa_Pine']","['Spruce_Fir', 'Aspen', 'Douglas_fir']","['Spruce_Fir', 'Aspen']",['Douglas_fir']
"['Lodgepole_Pine', 'Cottonwood_Willow', 'Ponderosa_Pine']","['Spruce_Fir', 'Aspen', 'Douglas_fir']",['Aspen'],"['Douglas_fir', 'Spruce_Fir']"
"['Lodgepole_Pine', 'Cottonwood_Willow', 'Ponderosa_Pine']","['Spruce_Fir', 'Aspen', 'Douglas_fir']","['Spruce_Fir', 'Douglas_fir']",['Aspen']
"['Lodgepole_Pine', 'Cottonwood_Willow', 'Ponderosa_Pine']","['Spruce_Fir', 'Aspen', 'Douglas_fir']","['Spruce_Fir', 'Aspen']",['Douglas_fir']
"['Lodgepole_Pine', 'Cottonwood_Willow', 'Ponderosa_Pine']","['Spruce_Fir', 'Aspen', 'Douglas_fir']","['Douglas_fir', 'Spruce_Fir']",['Aspen']
"['Lodgepole_Pine', 'Cottonwood_Willow', 'Ponderosa_Pine']","['Spruce_Fir', 'Aspen', 'Douglas_fir']","['Aspen', 'Douglas_fir']",['Spruce_Fir']
"['Lodgepole_Pine', 'Cottonwood_Willow', 'Ponderosa_Pine']","['Spruce_Fir', 'Aspen', 'Douglas_fir']","['Aspen', 'Douglas_fir']",['Spruce_Fir']
"['Spruce_Fir', 'Douglas_fir']","['Lodgepole_Pine', 'Krummholz', 'Aspen', 'Cottonwood_Willow']","['Lodgepole_Pine', 'Krummholz', 'Cottonwood_Willow']",['Aspen']
"['Spruce_Fir', 'Douglas_fir']","['Lodgepole_Pine', 'Krummholz', 'Aspen', 'Cottonwood_Willow']","['Aspen', 'Cottonwood_Willow']","['Lodgepole_Pine', 'Krummholz']"
"['Spruce_Fir', 'Douglas_fir']","['Lodgepole_Pine', 'Krummholz', 'Aspen', 'Cottonwood_Willow']",['Krummholz'],"['Cottonwood_Willow', 'Lodgepole_Pine', 'Aspen']"
"['Spruce_Fir', 'Douglas_fir']","['Lodgepole_Pine', 'Krummholz', 'Aspen', 'Cottonwood_Willow']",['Lodgepole_Pine'],"['Cottonwood_Willow', 'Krummholz', 'Aspen']"
"['Spruce_Fir', 'Douglas_fir']","['Lodgepole_Pine', 'Krummholz', 'Aspen', 'Cottonwood_Willow']",['Krummholz'],"['Aspen', 'Cottonwood_Willow', 'Lodgepole_Pine']"
"['Spruce_Fir', 'Douglas_fir']","['Lodgepole_Pine', 'Krummholz', 'Aspen', 'Cottonwood_Willow']",['Lodgepole_Pine'],"['Aspen', 'Krummholz', 'Cottonwood_Willow']"
"['Spruce_Fir', 'Douglas_fir']","['Lodgepole_Pine', 'Krummholz', 'Aspen', 'Cottonwood_Willow']",['Cottonwood_Willow'],"['Aspen', 'Krummholz', 'Lodgepole_Pine']"
"['Spruce_Fir', 'Douglas_fir']","['Lodgepole_Pine', 'Krummholz', 'Aspen', 'Cottonwood_Willow']","['Lodgepole_Pine', 'Cottonwood_Willow']","['Krummholz', 'Aspen']"
"['Spruce_Fir', 'Douglas_fir']","['Lodgepole_Pine', 'Krummholz', 'Aspen', 'Cottonwood_Willow']","['Krummholz', 'Aspen', 'Lodgepole_Pine']",['Cottonwood_Willow']
"['Spruce_Fir', 'Douglas_fir']","['Lodgepole_Pine', 'Krummholz', 'Aspen', 'Cottonwood_Willow']","['Krummholz', 'Aspen', 'Lodgepole_Pine']",['Cottonwood_Willow']
"['Spruce_Fir', 'Douglas_fir']","['Lodgepole_Pine', 'Krummholz', 'Aspen', 'Cottonwood_Willow']",['Cottonwood_Willow'],"['Aspen', 'Lodgepole_Pine', 'Krummholz']"
"['Spruce_Fir', 'Douglas_fir']","['Lodgepole_Pine', 'Krummholz', 'Aspen', 'Cottonwood_Willow']",['Aspen'],"['Cottonwood_Willow', 'Lodgepole_Pine', 'Krummholz']"
"['Spruce_Fir', 'Douglas_fir']","['Lodgepole_Pine', 'Krummholz', 'Aspen', 'Cottonwood_Willow']","['Lodgepole_Pine', 'Krummholz', 'Aspen']",['Cottonwood_Willow']
"['Spruce_Fir', 'Douglas_fir']","['Lodgepole_Pine', 'Krummholz', 'Aspen', 'Cottonwood_Willow']","['Lodgepole_Pine', 'Aspen']","['Krummholz', 'Cottonwood_Willow']"
"['Spruce_Fir', 'Douglas_fir']","['Lodgepole_Pine', 'Krummholz', 'Aspen', 'Cottonwood_Willow']",['Aspen'],"['Lodgepole_Pine', 'Krummholz', 'Cottonwood_Willow']"
"['Spruce_Fir', 'Douglas_fir']","['Lodgepole_Pine', 'Krummholz', 'Aspen', 'Cottonwood_Willow']","['Cottonwood_Willow', 'Krummholz']","['Aspen', 'Lodgepole_Pine']"
"['Spruce_Fir', 'Douglas_fir']","['Lodgepole_Pine', 'Krummholz', 'Aspen', 'Cottonwood_Willow']","['Lodgepole_Pine', 'Cottonwood_Willow']","['Aspen', 'Krummholz']"
"['Spruce_Fir', 'Douglas_fir']","['Lodgepole_Pine', 'Krummholz', 'Aspen', 'Cottonwood_Willow']",['Cottonwood_Willow'],"['Aspen', 'Krummholz', 'Lodgepole_Pine']"
"['Spruce_Fir', 'Douglas_fir']","['Lodgepole_Pine', 'Krummholz', 'Aspen', 'Cottonwood_Willow']","['Aspen', 'Lodgepole_Pine']","['Cottonwood_Willow', 'Krummholz']"
"['Spruce_Fir', 'Douglas_fir']","['Lodgepole_Pine', 'Krummholz', 'Aspen', 'Cottonwood_Willow']","['Aspen', 'Lodgepole_Pine', 'Krummholz']",['Cottonwood_Willow']
"['Spruce_Fir', 'Douglas_fir']","['Lodgepole_Pine', 'Krummholz', 'Aspen', 'Cottonwood_Willow']",['Krummholz'],"['Lodgepole_Pine', 'Aspen', 'Cottonwood_Willow']"
"['Spruce_Fir', 'Douglas_fir']","['Lodgepole_Pine', 'Krummholz', 'Aspen', 'Cottonwood_Willow']",['Krummholz'],"['Cottonwood_Willow', 'Aspen', 'Lodgepole_Pine']"
"['Spruce_Fir', 'Douglas_fir']","['Lodgepole_Pine', 'Krummholz', 'Aspen', 'Cottonwood_Willow']","['Krummholz', 'Aspen', 'Cottonwood_Willow']",['Lodgepole_Pine']
"['Spruce_Fir', 'Douglas_fir']","['Lodgepole_Pine', 'Krummholz', 'Aspen', 'Cottonwood_Willow']","['Cottonwood_Willow', 'Krummholz', 'Aspen']",['Lodgepole_Pine']
"['Spruce_Fir', 'Douglas_fir']","['Lodgepole_Pine', 'Krummholz', 'Aspen', 'Cottonwood_Willow']","['Cottonwood_Willow', 'Lodgepole_Pine', 'Aspen']",['Krummholz']
"['Spruce_Fir', 'Douglas_fir']","['Lodgepole_Pine', 'Krummholz', 'Aspen', 'Cottonwood_Willow']",['Krummholz'],"['Lodgepole_Pine', 'Aspen', 'Cottonwood_Willow']"
