Positive,Negative,Easy,Hard,AUC,AUC_Easy,AUC_Hard
['priority'],"['very_recom', 'spec_prior']",['spec_prior'],['very_recom'],0.8989388781610372,0.9501483799419665,0.9493599348106091
['priority'],"['very_recom', 'spec_prior']",['very_recom'],['spec_prior'],0.8989388781610372,0.9493599348106091,0.9501483799419665
['priority'],"['very_recom', 'spec_prior']",['spec_prior'],['very_recom'],0.8989388781610372,0.9501483799419665,0.9493599348106091
['priority'],"['very_recom', 'spec_prior']",['very_recom'],['spec_prior'],0.8989388781610372,0.9493599348106091,0.9501483799419665
['priority'],"['very_recom', 'spec_prior']",['spec_prior'],['very_recom'],0.8989388781610372,0.9501483799419665,0.9493599348106091
['priority'],"['very_recom', 'spec_prior']",['very_recom'],['spec_prior'],0.8989388781610372,0.9493599348106091,0.9501483799419665
['not_recom'],"['spec_prior', 'very_recom']",['spec_prior'],['very_recom'],1.0,1.0,1.0
['not_recom'],"['spec_prior', 'very_recom']",['very_recom'],['spec_prior'],1.0,1.0,1.0
['not_recom'],"['spec_prior', 'very_recom']",['spec_prior'],['very_recom'],1.0,1.0,1.0
['not_recom'],"['spec_prior', 'very_recom']",['spec_prior'],['very_recom'],1.0,1.0,1.0
['not_recom'],"['spec_prior', 'very_recom']",['very_recom'],['spec_prior'],1.0,1.0,1.0
['not_recom'],"['spec_prior', 'very_recom']",['spec_prior'],['very_recom'],1.0,1.0,1.0
['not_recom'],"['spec_prior', 'very_recom']",['spec_prior'],['very_recom'],1.0,1.0,1.0
['not_recom'],"['spec_prior', 'very_recom']",['very_recom'],['spec_prior'],1.0,1.0,1.0
['not_recom'],"['spec_prior', 'very_recom']",['very_recom'],['spec_prior'],1.0,1.0,1.0
['not_recom'],"['spec_prior', 'very_recom']",['spec_prior'],['very_recom'],1.0,1.0,1.0
['not_recom'],"['spec_prior', 'very_recom']",['very_recom'],['spec_prior'],1.0,1.0,1.0
['not_recom'],"['spec_prior', 'very_recom']",['spec_prior'],['very_recom'],1.0,1.0,1.0
['not_recom'],"['spec_prior', 'very_recom']",['very_recom'],['spec_prior'],1.0,1.0,1.0
['not_recom'],"['spec_prior', 'very_recom']",['very_recom'],['spec_prior'],1.0,1.0,1.0
['not_recom'],"['spec_prior', 'very_recom']",['very_recom'],['spec_prior'],1.0,1.0,1.0
['not_recom'],"['spec_prior', 'very_recom']",['very_recom'],['spec_prior'],1.0,1.0,1.0
['not_recom'],"['spec_prior', 'very_recom']",['very_recom'],['spec_prior'],1.0,1.0,1.0
['not_recom'],"['spec_prior', 'very_recom']",['very_recom'],['spec_prior'],1.0,1.0,1.0
['not_recom'],"['spec_prior', 'very_recom']",['very_recom'],['spec_prior'],1.0,1.0,1.0
['not_recom'],"['spec_prior', 'very_recom']",['very_recom'],['spec_prior'],1.0,1.0,1.0
['not_recom'],"['spec_prior', 'very_recom']",['very_recom'],['spec_prior'],1.0,1.0,1.0
['not_recom'],"['spec_prior', 'very_recom']",['spec_prior'],['very_recom'],1.0,1.0,1.0
['not_recom'],"['spec_prior', 'very_recom']",['spec_prior'],['very_recom'],1.0,1.0,1.0
['not_recom'],"['spec_prior', 'very_recom']",['spec_prior'],['very_recom'],1.0,1.0,1.0
['not_recom'],"['spec_prior', 'very_recom']",['very_recom'],['spec_prior'],1.0,1.0,1.0
['not_recom'],"['spec_prior', 'very_recom']",['spec_prior'],['very_recom'],1.0,1.0,1.0
['not_recom'],"['spec_prior', 'very_recom']",['very_recom'],['spec_prior'],1.0,1.0,1.0
['not_recom'],"['spec_prior', 'very_recom']",['spec_prior'],['very_recom'],1.0,1.0,1.0
['not_recom'],"['spec_prior', 'very_recom']",['spec_prior'],['very_recom'],1.0,1.0,1.0
['not_recom'],"['spec_prior', 'very_recom']",['spec_prior'],['very_recom'],1.0,1.0,1.0
['not_recom'],"['spec_prior', 'very_recom']",['spec_prior'],['very_recom'],1.0,1.0,1.0
['not_recom'],"['spec_prior', 'very_recom']",['very_recom'],['spec_prior'],1.0,1.0,1.0
['not_recom'],"['spec_prior', 'very_recom']",['very_recom'],['spec_prior'],1.0,1.0,1.0
['not_recom'],"['spec_prior', 'very_recom']",['very_recom'],['spec_prior'],1.0,1.0,1.0
['not_recom'],"['spec_prior', 'very_recom']",['very_recom'],['spec_prior'],1.0,1.0,1.0
['not_recom'],"['spec_prior', 'very_recom']",['very_recom'],['spec_prior'],1.0,1.0,1.0
['not_recom'],"['spec_prior', 'very_recom']",['very_recom'],['spec_prior'],1.0,1.0,1.0
['not_recom'],"['spec_prior', 'very_recom']",['very_recom'],['spec_prior'],1.0,1.0,1.0
['not_recom'],"['spec_prior', 'very_recom']",['spec_prior'],['very_recom'],1.0,1.0,1.0
['not_recom'],"['spec_prior', 'very_recom']",['very_recom'],['spec_prior'],1.0,1.0,1.0
['not_recom'],"['spec_prior', 'very_recom']",['spec_prior'],['very_recom'],1.0,1.0,1.0
['not_recom'],"['spec_prior', 'very_recom']",['very_recom'],['spec_prior'],1.0,1.0,1.0
['not_recom'],"['spec_prior', 'very_recom']",['spec_prior'],['very_recom'],1.0,1.0,1.0
['not_recom'],"['spec_prior', 'very_recom']",['very_recom'],['spec_prior'],1.0,1.0,1.0
['not_recom'],"['spec_prior', 'very_recom']",['spec_prior'],['very_recom'],1.0,1.0,1.0
['not_recom'],"['spec_prior', 'very_recom']",['very_recom'],['spec_prior'],1.0,1.0,1.0
['not_recom'],"['spec_prior', 'very_recom']",['spec_prior'],['very_recom'],1.0,1.0,1.0
['not_recom'],"['spec_prior', 'very_recom']",['very_recom'],['spec_prior'],1.0,1.0,1.0
['not_recom'],"['spec_prior', 'very_recom']",['spec_prior'],['very_recom'],1.0,1.0,1.0
['not_recom'],"['spec_prior', 'very_recom']",['very_recom'],['spec_prior'],1.0,1.0,1.0
['not_recom'],"['spec_prior', 'priority']",['priority'],['spec_prior'],1.0,1.0,1.0
['not_recom'],"['spec_prior', 'priority']",['priority'],['spec_prior'],1.0,1.0,1.0
['not_recom'],"['spec_prior', 'priority']",['priority'],['spec_prior'],1.0,1.0,1.0
['not_recom'],"['spec_prior', 'priority']",['priority'],['spec_prior'],1.0,1.0,1.0
['not_recom'],"['spec_prior', 'priority']",['spec_prior'],['priority'],1.0,1.0,1.0
['not_recom'],"['spec_prior', 'priority']",['priority'],['spec_prior'],1.0,1.0,1.0
['not_recom'],"['spec_prior', 'priority']",['spec_prior'],['priority'],1.0,1.0,1.0
['not_recom'],"['spec_prior', 'priority']",['priority'],['spec_prior'],1.0,1.0,1.0
['not_recom'],"['spec_prior', 'priority']",['spec_prior'],['priority'],1.0,1.0,1.0
['not_recom'],"['spec_prior', 'priority']",['priority'],['spec_prior'],1.0,1.0,1.0
['not_recom'],"['spec_prior', 'priority']",['spec_prior'],['priority'],1.0,1.0,1.0
['not_recom'],"['spec_prior', 'priority']",['spec_prior'],['priority'],1.0,1.0,1.0
['not_recom'],"['spec_prior', 'priority']",['spec_prior'],['priority'],1.0,1.0,1.0
['not_recom'],"['spec_prior', 'priority']",['spec_prior'],['priority'],1.0,1.0,1.0
['not_recom'],"['spec_prior', 'priority']",['priority'],['spec_prior'],1.0,1.0,1.0
['not_recom'],"['spec_prior', 'priority']",['priority'],['spec_prior'],1.0,1.0,1.0
['not_recom'],"['spec_prior', 'priority']",['spec_prior'],['priority'],1.0,1.0,1.0
['not_recom'],"['spec_prior', 'priority']",['priority'],['spec_prior'],1.0,1.0,1.0
['not_recom'],"['spec_prior', 'priority']",['spec_prior'],['priority'],1.0,1.0,1.0
['not_recom'],"['spec_prior', 'priority']",['spec_prior'],['priority'],1.0,1.0,1.0
['not_recom'],"['spec_prior', 'priority']",['spec_prior'],['priority'],1.0,1.0,1.0
['not_recom'],"['spec_prior', 'priority']",['spec_prior'],['priority'],1.0,1.0,1.0
['not_recom'],"['spec_prior', 'priority']",['priority'],['spec_prior'],1.0,1.0,1.0
['not_recom'],"['spec_prior', 'priority']",['priority'],['spec_prior'],1.0,1.0,1.0
['not_recom'],"['spec_prior', 'priority']",['priority'],['spec_prior'],1.0,1.0,1.0
['not_recom'],"['spec_prior', 'priority']",['priority'],['spec_prior'],1.0,1.0,1.0
['not_recom'],"['spec_prior', 'priority']",['priority'],['spec_prior'],1.0,1.0,1.0
['not_recom'],"['spec_prior', 'priority']",['priority'],['spec_prior'],1.0,1.0,1.0
['not_recom'],"['spec_prior', 'priority']",['priority'],['spec_prior'],1.0,1.0,1.0
['not_recom'],"['spec_prior', 'priority']",['priority'],['spec_prior'],1.0,1.0,1.0
['not_recom'],"['spec_prior', 'priority']",['priority'],['spec_prior'],1.0,1.0,1.0
['not_recom'],"['spec_prior', 'priority']",['spec_prior'],['priority'],1.0,1.0,1.0
['not_recom'],"['spec_prior', 'priority']",['priority'],['spec_prior'],1.0,1.0,1.0
['not_recom'],"['spec_prior', 'priority']",['spec_prior'],['priority'],1.0,1.0,1.0
['not_recom'],"['spec_prior', 'priority']",['priority'],['spec_prior'],1.0,1.0,1.0
['not_recom'],"['spec_prior', 'priority']",['priority'],['spec_prior'],1.0,1.0,1.0
['not_recom'],"['spec_prior', 'priority']",['priority'],['spec_prior'],1.0,1.0,1.0
['not_recom'],"['spec_prior', 'priority']",['spec_prior'],['priority'],1.0,1.0,1.0
['not_recom'],"['spec_prior', 'priority']",['spec_prior'],['priority'],1.0,1.0,1.0
['not_recom'],"['spec_prior', 'priority']",['spec_prior'],['priority'],1.0,1.0,1.0
['not_recom'],"['spec_prior', 'priority']",['spec_prior'],['priority'],1.0,1.0,1.0
['not_recom'],"['spec_prior', 'priority']",['priority'],['spec_prior'],1.0,1.0,1.0
['not_recom'],"['spec_prior', 'priority']",['spec_prior'],['priority'],1.0,1.0,1.0
['not_recom'],"['spec_prior', 'priority']",['priority'],['spec_prior'],1.0,1.0,1.0
['not_recom'],"['spec_prior', 'priority']",['spec_prior'],['priority'],1.0,1.0,1.0
['not_recom'],"['spec_prior', 'priority']",['priority'],['spec_prior'],1.0,1.0,1.0
['not_recom'],"['spec_prior', 'priority']",['priority'],['spec_prior'],1.0,1.0,1.0
['not_recom'],"['spec_prior', 'priority']",['spec_prior'],['priority'],1.0,1.0,1.0
['not_recom'],"['spec_prior', 'priority']",['priority'],['spec_prior'],1.0,1.0,1.0
['not_recom'],"['spec_prior', 'priority']",['priority'],['spec_prior'],1.0,1.0,1.0
['not_recom'],"['very_recom', 'spec_prior']",['very_recom'],['spec_prior'],1.0,1.0,1.0
['not_recom'],"['very_recom', 'spec_prior']",['very_recom'],['spec_prior'],1.0,1.0,1.0
['not_recom'],"['very_recom', 'spec_prior']",['spec_prior'],['very_recom'],1.0,1.0,1.0
['not_recom'],"['very_recom', 'spec_prior']",['very_recom'],['spec_prior'],1.0,1.0,1.0
['not_recom'],"['very_recom', 'spec_prior']",['very_recom'],['spec_prior'],1.0,1.0,1.0
['not_recom'],"['very_recom', 'spec_prior']",['very_recom'],['spec_prior'],1.0,1.0,1.0
['not_recom'],"['very_recom', 'spec_prior']",['very_recom'],['spec_prior'],1.0,1.0,1.0
['not_recom'],"['very_recom', 'spec_prior']",['very_recom'],['spec_prior'],1.0,1.0,1.0
['not_recom'],"['very_recom', 'spec_prior']",['very_recom'],['spec_prior'],1.0,1.0,1.0
['not_recom'],"['very_recom', 'spec_prior']",['spec_prior'],['very_recom'],1.0,1.0,1.0
['not_recom'],"['very_recom', 'spec_prior']",['very_recom'],['spec_prior'],1.0,1.0,1.0
['not_recom'],"['very_recom', 'spec_prior']",['very_recom'],['spec_prior'],1.0,1.0,1.0
['not_recom'],"['very_recom', 'spec_prior']",['spec_prior'],['very_recom'],1.0,1.0,1.0
['not_recom'],"['very_recom', 'spec_prior']",['spec_prior'],['very_recom'],1.0,1.0,1.0
['not_recom'],"['very_recom', 'spec_prior']",['spec_prior'],['very_recom'],1.0,1.0,1.0
['not_recom'],"['very_recom', 'spec_prior']",['spec_prior'],['very_recom'],1.0,1.0,1.0
['not_recom'],"['very_recom', 'spec_prior']",['very_recom'],['spec_prior'],1.0,1.0,1.0
['not_recom'],"['very_recom', 'spec_prior']",['very_recom'],['spec_prior'],1.0,1.0,1.0
['not_recom'],"['very_recom', 'spec_prior']",['very_recom'],['spec_prior'],1.0,1.0,1.0
['not_recom'],"['very_recom', 'spec_prior']",['very_recom'],['spec_prior'],1.0,1.0,1.0
['not_recom'],"['very_recom', 'spec_prior']",['spec_prior'],['very_recom'],1.0,1.0,1.0
['not_recom'],"['very_recom', 'spec_prior']",['spec_prior'],['very_recom'],1.0,1.0,1.0
['not_recom'],"['very_recom', 'spec_prior']",['very_recom'],['spec_prior'],1.0,1.0,1.0
['not_recom'],"['very_recom', 'spec_prior']",['spec_prior'],['very_recom'],1.0,1.0,1.0
['not_recom'],"['very_recom', 'spec_prior']",['very_recom'],['spec_prior'],1.0,1.0,1.0
['not_recom'],"['very_recom', 'spec_prior']",['spec_prior'],['very_recom'],1.0,1.0,1.0
['not_recom'],"['very_recom', 'spec_prior']",['spec_prior'],['very_recom'],1.0,1.0,1.0
['not_recom'],"['very_recom', 'spec_prior']",['very_recom'],['spec_prior'],1.0,1.0,1.0
['not_recom'],"['very_recom', 'spec_prior']",['very_recom'],['spec_prior'],1.0,1.0,1.0
['not_recom'],"['very_recom', 'spec_prior']",['spec_prior'],['very_recom'],1.0,1.0,1.0
['not_recom'],"['very_recom', 'spec_prior']",['spec_prior'],['very_recom'],1.0,1.0,1.0
['not_recom'],"['very_recom', 'spec_prior']",['very_recom'],['spec_prior'],1.0,1.0,1.0
['not_recom'],"['very_recom', 'spec_prior']",['spec_prior'],['very_recom'],1.0,1.0,1.0
['not_recom'],"['very_recom', 'spec_prior']",['very_recom'],['spec_prior'],1.0,1.0,1.0
['not_recom'],"['very_recom', 'spec_prior']",['spec_prior'],['very_recom'],1.0,1.0,1.0
['not_recom'],"['very_recom', 'spec_prior']",['very_recom'],['spec_prior'],1.0,1.0,1.0
['not_recom'],"['very_recom', 'spec_prior']",['spec_prior'],['very_recom'],1.0,1.0,1.0
['not_recom'],"['very_recom', 'spec_prior']",['spec_prior'],['very_recom'],1.0,1.0,1.0
['not_recom'],"['very_recom', 'spec_prior']",['very_recom'],['spec_prior'],1.0,1.0,1.0
['not_recom'],"['very_recom', 'spec_prior']",['spec_prior'],['very_recom'],1.0,1.0,1.0
['not_recom'],"['very_recom', 'spec_prior']",['spec_prior'],['very_recom'],1.0,1.0,1.0
['not_recom'],"['very_recom', 'spec_prior']",['very_recom'],['spec_prior'],1.0,1.0,1.0
['not_recom'],"['very_recom', 'spec_prior']",['spec_prior'],['very_recom'],1.0,1.0,1.0
['not_recom'],"['very_recom', 'spec_prior']",['very_recom'],['spec_prior'],1.0,1.0,1.0
['not_recom'],"['very_recom', 'spec_prior']",['spec_prior'],['very_recom'],1.0,1.0,1.0
['not_recom'],"['very_recom', 'spec_prior']",['very_recom'],['spec_prior'],1.0,1.0,1.0
['not_recom'],"['very_recom', 'spec_prior']",['very_recom'],['spec_prior'],1.0,1.0,1.0
['not_recom'],"['very_recom', 'spec_prior']",['spec_prior'],['very_recom'],1.0,1.0,1.0
['not_recom'],"['very_recom', 'spec_prior']",['spec_prior'],['very_recom'],1.0,1.0,1.0
['not_recom'],"['very_recom', 'spec_prior']",['spec_prior'],['very_recom'],1.0,1.0,1.0
['spec_prior'],"['very_recom', 'priority']",['priority'],['very_recom'],0.9568693324027606,0.9501483799419665,1.0
['spec_prior'],"['very_recom', 'priority']",['priority'],['very_recom'],0.9568693324027606,0.9501483799419665,1.0
['spec_prior'],"['very_recom', 'priority']",['very_recom'],['priority'],0.9568693324027606,1.0,0.9501483799419665
['spec_prior'],"['very_recom', 'priority']",['very_recom'],['priority'],0.9568693324027606,1.0,0.9501483799419665
['spec_prior'],"['very_recom', 'priority']",['very_recom'],['priority'],0.9568693324027606,1.0,0.9501483799419665
['spec_prior'],"['very_recom', 'priority']",['very_recom'],['priority'],0.9568693324027606,1.0,0.9501483799419665
['spec_prior'],"['very_recom', 'priority']",['priority'],['very_recom'],0.9568693324027606,0.9501483799419665,1.0
['spec_prior'],"['very_recom', 'priority']",['very_recom'],['priority'],0.9568693324027606,1.0,0.9501483799419665
['spec_prior'],"['very_recom', 'priority']",['very_recom'],['priority'],0.9568693324027606,1.0,0.9501483799419665
['spec_prior'],"['very_recom', 'priority']",['priority'],['very_recom'],0.9568693324027606,0.9501483799419665,1.0
['spec_prior'],"['very_recom', 'priority']",['priority'],['very_recom'],0.9568693324027606,0.9501483799419665,1.0
['spec_prior'],"['very_recom', 'priority']",['very_recom'],['priority'],0.9568693324027606,1.0,0.9501483799419665
['spec_prior'],"['very_recom', 'priority']",['very_recom'],['priority'],0.9568693324027606,1.0,0.9501483799419665
['spec_prior'],"['very_recom', 'priority']",['priority'],['very_recom'],0.9568693324027606,0.9501483799419665,1.0
['spec_prior'],"['very_recom', 'priority']",['priority'],['very_recom'],0.9568693324027606,0.9501483799419665,1.0
['spec_prior'],"['very_recom', 'priority']",['priority'],['very_recom'],0.9568693324027606,0.9501483799419665,1.0
['spec_prior'],"['very_recom', 'priority']",['very_recom'],['priority'],0.9568693324027606,1.0,0.9501483799419665
['spec_prior'],"['very_recom', 'priority']",['very_recom'],['priority'],0.9568693324027606,1.0,0.9501483799419665
['spec_prior'],"['very_recom', 'priority']",['priority'],['very_recom'],0.9568693324027606,0.9501483799419665,1.0
['spec_prior'],"['very_recom', 'priority']",['priority'],['very_recom'],0.9568693324027606,0.9501483799419665,1.0
['spec_prior'],"['very_recom', 'priority']",['priority'],['very_recom'],0.9568693324027606,0.9501483799419665,1.0
['spec_prior'],"['very_recom', 'priority']",['priority'],['very_recom'],0.9568693324027606,0.9501483799419665,1.0
['spec_prior'],"['very_recom', 'priority']",['priority'],['very_recom'],0.9568693324027606,0.9501483799419665,1.0
